상권_코드,DTW_Cluster,상권유형,sps_mean,sps_growth,sps_cv,sps_first,sps_last
3120197,2,전통강호상권,61968102.37517069,0.06798579012661411,0.08902439911551357,46627273.115384616,65505065.573033705
3120198,4,성장상권,39309188.72938816,0.2619256507780865,0.1575183881033514,28038078.270833332,40505353.3220339
3120199,4,성장상권,57995496.10729665,0.42485583549082107,0.17410979492859335,31195696.42105263,53705839.75
3120200,3,쇠퇴상권,62808042.448642045,-0.10655057870889718,0.23672246170939407,53256098.219512194,44068262.288461536
3120201,0,정체상권,56672708.06066664,-0.7544677356599867,0.45765892939303165,83313263.1875,20037445.95
3120202,2,전통강호상권,31892486.014981776,-0.23338867580460987,0.20801334317516343,26122104.55319149,25305087.22857143
3120203,4,성장상권,47737677.43848133,0.30214978300584655,0.12687099355881332,35721621.27659574,49253424.98275862
3120204,4,성장상권,68761343.27770737,0.1793768947900158,0.1256094562101735,52382869.86111111,69019985.7173913
3120205,0,정체상권,86958939.4905633,-0.2647251161552994,0.14279465278023099,90469584.48275863,73105883.25806452
3120206,3,쇠퇴상권,25139871.20372907,-0.012844473417016541,0.08230005120477611,23088603.846153848,24341607.833333332
3120207,2,전통강호상권,19625902.379149724,-0.05842694496266055,0.09797851746952446,15558291.02,17157807.537037037
3120208,3,쇠퇴상권,33138367.03412924,-0.07510622461638655,0.3271595404080766,42703231.083333336,32507613.56862745
3120209,3,쇠퇴상권,13573704.413536943,-0.16225669063759843,0.2066568988267657,16920447.92857143,19196385.166666668
3120210,2,전통강호상권,48301178.41806541,-0.07750854235266262,0.10238251559716235,39328017.06930693,41779029.08547009
3120211,2,전통강호상권,29734486.95916979,0.07727933992138439,0.18469976875236407,20675861.736842107,25149507.785714287
3120212,4,성장상권,43237630.90473916,0.20267006257925238,0.16191549583138026,31233822.6,41135262.324324325
3120213,4,성장상권,28266579.702512812,0.11615544355093758,0.11558123931989545,20592624.31707317,25464504.18367347
3120214,0,정체상권,8843616.206475815,-0.6162355745200169,0.41686755689117044,10757607.272727273,7572438.818181818
3120215,2,전통강호상권,73491775.21646792,0.02160222274174471,0.11969631287691149,62564821.36470588,74213248.22222222
3120216,0,정체상권,19277186.0,-0.5459580564803457,0.4061483917824626,16295985.0,9788218.25
3120217,0,정체상권,60292455.22919844,-0.4234304991356008,0.26305619860993434,70457222.07142857,54016884.428571425
3120219,4,성장상권,44945895.37034029,0.2035859079222766,0.1364553565287609,31842126.20689655,44295980.441176474
3120220,0,정체상권,55922336.14825149,-0.12260292982413037,0.1929911945615032,49742835.5,57244708.2
3120221,3,쇠퇴상권,30102198.17851513,-0.2241973654588266,0.21751429093427685,33263297.454545453,26681233.82142857
3120222,4,성장상권,86739718.50834417,0.27921251138994785,0.13317454095353717,62819849.32876712,85646882.61842105
3120223,1,기대상권,15411687.92418172,4.394843229694364,0.6923824266968449,7260072.1,31450920.9
3120224,1,기대상권,75845996.66397057,0.3306713276394942,0.11498000047172172,68262108.2413793,84456679.57692307
3120225,4,성장상권,56848897.98169809,0.12954007881821203,0.10886960799767173,42735012.103896104,53038012.137931034
3120226,2,전통강호상권,50503554.24744047,0.029467726690540576,0.15276776135984022,31091898.82352941,42585022.40909091
3120227,1,기대상권,45457115.33917759,0.4365615328351243,0.17376110332979167,35028066.83571429,57735920.4
3120228,4,성장상권,42730424.11619457,0.40219907436702806,0.18371935469480563,26073227.777777776,46347924.81538462
3120229,2,전통강호상권,86346837.6001915,0.044119853793968246,0.0973404403376909,71567427.28571428,88056133.52
3120230,2,전통강호상권,11992358.38190649,-0.04660266415818493,0.16960346437886606,9150619.166666666,13807408.6
3120232,0,정체상권,19361711.564269036,-0.2003804488685279,0.15553959623574418,17694373.1875,16016374.315789474
